"","NLM Catalog #","Input file number","Language(s) of the main text","Language(s) of the main text_1","Full Title (native language)","Author's name (transliterated)","Dates of the author","Translator","Dates of the translator","Editor","Dates of the editor","Year of this edition-heze barlasan tuhai","Format of the book","Cover type","Condition of book","Readability of book","Volume","Page numbers","Size of printed area","Size of pages","Location of this copy","Publisher","Copyright owner","Location of printing-","Drawings or illustrations","Colophon-tugsguliin ug","Neree bich"
"1870","M0058140-001","W1NLM227-I1NLM227","Tibetan","N","` RJE BTZUN CHOS KYI RGYAL PO TZONG KHA PA CHEN PO'I THUGS KYI BCUD KHRID CHEN BRGYAD CES BYA BA GSER CHOS SU GRAGS PA'I DMIGS SKYONG TSUL GEGS SEL 'GAL YAR DANG BCAS PA BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-19A","48.5x7","58x10","MS",NA,NA,NA,NA,"@018B (CES RJE BTZUN TZONG KHA PA CHEN PO'I THUGS KYI BCUD PHYUNG BA LUGS GZHAN LAS @019A *, ,KHYAD PAR 'PHAGS PA'I KHRID CHEN BRGYAD CES GSER CHOS SU GRAGS PA 'DI RNAMS NI, GSUNG RAB MTHA' DAG MI 'JIGS PA'I SPOBS PA DANG LDAN PA, RJE RDO RJE 'DZIN PA CHOS SKYONG RGYA MTSO 'OD ZER BA'I ZHAL NGA NAS LA YANG YANG DU GSOL BA BTAB PA LA BRTEN NAS, THUGS RANG PA CHEN PO'I SGO NAS GNANG ZHING, 'DI RNAMS KYI GEGS SEL DANG LAG RJES RNAMS MA GTOGS, DMIGS RIM RNAMS YI GER BRIS CHOG PA'I GSUNG GI GNANG BA THOB PA'I MTHUS, BYA BTANG DHARMA KIRTI DBEN GNAS BSAM GTAN GLING DU BSGRIGS PA'O, ,'DI BRIS RAB DKAR DGE BA'I TSOGS RNAMS DANG, ,GZHAN YANG DUS GSUM BSAGS PA'I DGE BA'I MTHUS, ,'GRO KUN RDO RJE THEG PA'I SGOR ZHUGS NAS, ,RNAM DAG DAM TSIG SDOM PA LEGS BSRUNGS TE, ,RGYUD 'GREL MKHAS PA'I MAN NGAG JI BZHIN DU, ,RIM GNYIS ZAB MO'I LAM RNAMS GEGS MED PAR, ,MYUR BA NYID DU BDE BLAG MTHAR PHYIN TE, ,BCU GSUM RDO RJE 'DZIN PA'I SA THOB SHOG ,'DI LTAR BRIS LA NONGS PA'I TSOGS MCHIS NA, ,BLA MA YI DAM MKHA' 'GRO'I TSOGS RNAMS KYIS, ,BZOD PAR BZHES NAS TSANGS PAR MDZAD DU GSOL, ,'DI BRIS DGE BAS BDAG GZHAN SEMS CAN RNAMS, ,RDO RJE 'CHANG GI GO 'PHANG DAM PA DE, ,BDE BLAG NYID DU THOB PAR MDZAD DU GSOL,, ,,DGE LEGS 'PHEL BAR SHOG , ,,)",NA
"1871","M0058140-002","W1NLM227-I1NLM227","Tibetan","N","*, ,DPAL 'KHOR LO SDOM PA'I RDUL TSON DKYIL 'KHOR BSGRUB PA'I CHO GA DANG ZHI BA'I SBYIN BSREG DANG TSOGS 'KHOR LAG MCHOD DANG DGUR DBYANGS DANG RDUL TSON BSDUS PA KLU LA GTAD PA'I CHO GA DANG PHUR BU DBYUNG SOGS KYI GO RIM BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-10B","49x7.5","54.5x10","MS",NA,NA,NA,NA,NA,NA
"1872","M0058140-003","W1NLM227-I1NLM227","Tibetan","N","*, ,SKABS GSUM MA'I tIKKA NGO MTSAR DAD PA RGYAS BYED CES BYA BA BZHUGS SO, ,","NGAG DBANG BLO BZANG CHOS LDAN,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-8A","49.5x7.5","58x11","MS",NA,NA,NA,NA,"@007B (CES PA 'DI NI BSTAN 'GRO YONGS KYI DPAL MGON DAM PA DZA YA PAntI TAS SKABS GSUM MA'I tIKKA CIG GYIS ZHES BKAS BSKUL BA LA BRTEN NAS SNGA MA SKABS GSUM MA'I BSHAD PA MA MTHONG ZHING RJE BDAG NYID CHEN PO'I GSUNG RTZOM GANG YIN PA THAMS CAD TSEG KHA GSAL LA BRJOD BYA SHIN TU ZAB CING BRLING PAS RTOG DPYOD BYAS GYI NA DKA' RU 'GRO BA 'DUG CING 'DI YANG DE BZHIN DU SNANG BAS DGONGS PA JI LTA BA BZHIN 'CHAR MA THUB KYANG RANG GI BLO GROS CHUNG DUS DPOG TSOD TZAM MKHAS GRAGS DANG RNYED BKUR SOGS 'DOD PAS KUN NAS MA BSLAD PAR BRJOD PAR NYES PA MED DAM SNYAM PAS BAN RGAN SNYOM LAS PA NGAG DBANG BLO BZANG CHOS LDAN DPAL BZANG POS KUN TU BKRA SHIS PAR GSOL BA 'DEBS PA'I LHA KHANG DU SBYAR BA'I YI GE PA NI GZHUNG LUGS RAB 'BYAMS SMRA BA BLO BZANG NYI MA'O, ,@008A *, ,'DIS KYANG RJE BTZUN BLA MA BLO BZANG GRAGS PA'I BSTAN PA PHYOGS THAMS CAD DU DAR ZHING RGYAS LA YUN RING DU GNAS PAR GYUR CIG , ,,MANGGA LAm,, ,,)",NA
"1873","M0058140-004","W1NLM227-I1NLM227","Tibetan","N","*, ,RGYUD KYI RGYAL PO DPAL GSANG BA 'DUS PA'I BSKYED RIM KHRID KYI ZIN BRIS RIG 'DZIN YONGS KYI GZHUNG LAM ZHES BYA BA BZHUGS SO, ,","JAM DBYANGS BZHAD PA'I RDO RJE,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-36A","46.5x6.5","53.5x10","MS",NA,NA,NA,NA,"@035B (CES @036A *, ,RGYUD KYI RGYAL PO DPAL GSANG BA 'DUS PA'I BSKYED RIM GYI KHRID KYI ZIN BRIS RIG 'DZIN YONGS KYI GZHUNG LAM ZHES PA 'DI NI RIGS DANG DKYIL 'KHOR THAMS CAD KYI BDAG PO DPAL LDAN BLA MA RDO RJE 'CHANG CHEN PO DKON MCHOG YAR 'PHEL GYI ZHABS DRUNG NAS, CHOS 'DI'I BSKYED RDZOGS KYI NYAMS KHRID SMIN RGYAS ZHUS DUS SH'AKYA'I DGE SLONG 'JAM DBYANGS BZHAD PA'I RDO RJES ZIN BRIS BGYIS PA 'DIS KYANG RGYAL BA'I BSTAN PA'I SNYING PO 'KHRUL BA'I MTHA' THAMS CAD DANG BRAL BA KHAMS GSUM CHOS KYI RGYAL PO TZONG KHA PA CHEN PO'I BSTAN PA SPYI DANG KHYAD PAR DU RGYUD SDE RGYA MTSO'I SNYING PO 'DUS SDE CHEN PO DPAL LDAN BSRE RGYUD PA'I BSHAD SGRUB SDE DANG BCAS PA PHYOGS DUS KUN TU DAR ZHING RGYAS PAR GYUR CIG , ,,)",NA
"1874","M0058140-005","W1NLM227-I1NLM227","Tibetan","N","*, ,DPAL RDO RJE 'JIGS BYED KYI RDZOGS RIM BSGOM TSUL BZHUGS SO, ,","NGAG DBANG BLO BZANG CHOS LDAN,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","POOR","V:N","1A-2B","42.5x8","51.5x10","MS",NA,NA,NA,NA,"@002B (CES PA 'DI NI GYI NA PA NGAG DBANG BLO BZANG CHOS LDAN DPAL BZANG POS BGYIS PA'O,, ,,MANGGA LAm,, ,,)",NA
"1875","M0058164-001","W1NLM251-I1NLM251","Tibetan","N","*, ,CHOS MNGON PA MDZOD KYI BSDUS DON CHOS MNGON RGYA MTSOR 'JUG PA'I GRU GZINGS ZHES BYA BA BZHUGS SO, ,","DBYANGS CAN BZHAD PA'I BLO GROS,",NA,NA,NA,NA,NA,NA,NA,"WOODEN COVER","GOOD","GOOD","V:N","1A-44A","48.5x7","52.5x9.5","XYL",NA,NA,NA,NA,"@044A *, ,(CES PA 'DI NI SNYOM LAS PA DBYANGS CAN BZHAD PA'I BLO GROS KYIS GA-YAR KHRAL DU BRIS PA'O, ,MANGGA LAm,, ,,)",NA
"1876","M0058164-002","W1NLM251-I1NLM251","Tibetan","N","*, ,GRUB MTHA'I RNAM PAR BZHAG PA 'KHRUL SPONG GDONG LNGA'I SGRA DBYANGS KUN MKHYEN LAM BZANG GSAL BA'I RIN CHEN SGRON ME ZHES BYA BA BZHUGS SO, ,","JAM DBYANGS BZHAD PA'I RDO RJE,",NA,NA,NA,NA,NA,"SA MO SBRUL GYI LO,",NA,"WOODEN COVER","GOOD","MEDIUM","V:N","1A-14A","53x7.5","60x10.5","XYL",NA,NA,NA,NA,"@013B (CES GRUB PA'I MTHA' RNAM PAR BZHAG PA 'KHRUL SPONG GDONG LNGA'I SGRA DBYANGS THAMS CAD MKHYEN PA'I LAM BZANG GSAL BA'I RIN CHEN SGRON ME ZHES BYA BA 'DI NI, SNGA MO NAS MANG THOS GSER KHANG CHOS RJE GU nA MA TIS SNYAN TSIG ME TOG GSAR PAS BSKUL ZHING, DUS PHYIS YONGS KYI BSHES GNYEN CHEN PO @014A *, ,MKHAS MCHOG LCANG RVA SLOB DPON PA 'PHAGS PA RIN CHEN GYIS KHAMS CHAB MDO NAS JAG BU KHA 'THAG GI RTEN BCAS NAS CHAB SHOG TSIGS SU BCAD PA'I SGO NAS, STAG LO'I DGAG LAN 'JAM RGYAS DGOS ZHES BSKUL BA'I BKA' NGO DANG, KHYAD PAR RANG BLO GOMS PA'I SLAD DU MKHAN CHEN RGYAL BA THAMS CAD KYI BDAG PO RIN PO CHE LAS SDOM GSUM SOGS CHOS KYI BKA' DRIN THOB CING, 'JAM DBYANGS BLA MA KHRI RIN PO CHE YAB SRAS BZHI DANG, PAn CHEN BKA' 'GYUR BA, RDO RJE 'CHANG SMIN GROL CHOS KYI RGYAL PO, SRE RDO RJE 'CHANG DANG SEMS DPA' CHEN PO NGAG DBANG BLO GROS SOGS DAM PA DU MA'I ZHABS RDUL SPYI BOS LEN CING, RJE BLA MA'I MDO SNGAGS RNAMS LA NGES SHES RNYED CING, 'PHAGS BOD KYI GRUB MTHA'I GZHUNG DANG, KHYAD PAR SHER SGRON, TSAD CHEN RTZA 'GREL, DUS 'KHOR SOGS GZHUNG LUGS CHEN PO RNAMS LA BRTEN GSUNG RAB DANG GRUB MTHA' RAB 'BYAMS SMRA BA 'JAM DBYANGS BZHAD PA'I RDO RJES TSIG NYUNG RGYAS 'GREL DU, DKAR PO ZHES PA SA MO SBRUL GYI LO CHO 'PHRUL ZLA BA DKAR PHYOGS RDZOGS PA GSUM PA'I NYIN, GANGS CAN GYI BYA RGOD PHUNG PO GNYIS PA, DPA' BO MKHA' 'GRO'I 'DU GNAS RIN BO DGE 'PHEL GYI GAR 'DUG THEG MCHOG ROL MTSO GSANG SNGAGS BDE BA CHEN PO'I PHO BRANG NAS SBYAR BA LA, SLAR YANG 'PHRI BSNON NYUNG ZAD BYAS PA 'DIS RGYAL BA'I BSTAN PA PHYOGS DUS THAMS CAD DU DAR ZHING RGYAS PAR GYUR CIG , ,,)",NA
"1877","M0058164-003","W1NLM251-I1NLM251","Tibetan","N","*, ,BSAM GZUGS KYI 'BEL GTAM TZINTA MA nI'I 'PHRENG MDZES RIGS PA SMRA BA'I MGUL RGYAN MKHAS PA RNAMS DGA' BYED ZHES BYA BA BZHUGS SO, ,","JAM DBYANGS BZHAD PA'I RDO RJE,",NA,NA,NA,NA,NA,NA,NA,"WOODEN COVER","GOOD","GOOD","V:N","1A-28B","47.5x7","60x10.5","XYL",NA,NA,NA,NA,"@028B (ZHES BSAM GZUGS KYI 'BEL GTAM TZINTA MA nI'I 'PHRENG MDZES RIGS PA SMRA BA'I MGUL RGYAN MKHAS PA RNAMS DGA' BYED ZHES BYA BA 'DI NI 'JAM DBYANGS MI'I GAR MKHAN, KHAMS GSUM CHOS KYI RGYAL PO RJE RIN PO CHE RGYAL BA GNYIS PA'I SRAS KYI THU BO 'KHOR DAG PA RNAM BRGYAD ZHES NYI ZLA LTAR GRAGS PA'I NANG NAS KYANG MKHAS PA DANG GRUB PA'I RNAM THAR MCHOG TU MTHO BA GRUB CHEN 'JAM DKAR BA DANG 'PHAGS YUL GYI GRUB CHEN TOG TZE BA CHEN PO SOGS KYIS SPRUL SKU NYI MA'I PHRENG BA LTAR BRGYUD MAR BYUNG BA BDE MCHOG GI SPRUL SKU RIN PO CHES NYIN BDE BCAS BKA' SZAL MA THAG TU 'JAM DBYANGS BZHAD PA'I RDO RJES SUG BRIS SU BGYIS PA'O, ,'DIS KYANG BSTAN PA DANG SEMS LA PHAN THOGS PAR GYUR CIG , ,,MANGGA LAm, ,)",NA
"1878","M0058164-004","W1NLM251-I1NLM251","Tibetan","N","*, ,DRANG NGES RNAM 'BYED KYI MTHA' DPYOD MDOR BSDUS BLO GSAL MGRIN RGYAN ZHES BYA BA BZHUGS SO, ,","JAM DBYANGS BZHAD PA'I RDO RJE,",NA,NA,NA,NA,NA,NA,NA,"WOODEN COVER","GOOD","GOOD","V:N","1A-42B","47.5x6.5","60x10.5","XYL",NA,NA,NA,NA,"@042B (ZHES PA 'DI NI KUN MKHYEN 'JAM DBYANGS BZHAD PA'I RDO RJES MDZAD PA LAGS SO,, ,,)",NA
"1879","M0058164-005","W1NLM251-I1NLM251","Tibetan","N","*, ,THOS BSAM SGOM GSUM GYI RNAM BZHAG MTHA' DPYOD KYI SGO NAS GTAN LA 'BEBS PA LTA NGAN MUN SEL ZHES BYA BA BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"WOODEN COVER","GOOD","MEDIUM","V:N","1A-14A","55.5x8","60x10.5","XYL",NA,NA,NA,NA,NA,NA
"1880","M0058165-001","W1NLM252-I1NLM252","Tibetan",NA,"*, ,DGA' LDAN LHA BRGYA MA'I GZHUNG BSRANGS TE MDO SNGAGS CHA TSANG BAR NYAMS SU LEN TSUL DGA' LDAN ZHING DU BGROD PA'I NOR BU'I THEM SKAS ZHES BYA BA BZHUGS SO, ,","DKON MCHOG BSTAN PA'I SGRON ME,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-12A","39x6","44.5x9","XYL",NA,NA,NA,NA,"@012A *, ,(CES DGA' LDAN BRGYA MAR GRAGS PA'I BLA MA'I RNAL 'BYOR GYI GZHUNG BSRANGS TE MDO SNGAGS CHA TSANG BAR NYAMS SU LEN PA'I TSUL DGA' LDAN ZHING DU BGROD PA'I NOR BU'I THEM SKAS ZHES BYA BA 'DI NI PHUL DU BYUNG BA'I LHAG BSAMS RNAM DPYOD DANG LDAN PA T'A BLA MA RAB 'BYAMS PA KUN DGA' RNAM RGYAL DANG, CHOS TSUL 'BYED PA'I BLO MIG MCHOG TU YANGS PA KU SHR'I BKRA SHIS RAB BRTAN GNYIS KYIS BSKUL NGOR, ^BTZUN PA DKON MCHOG BSTAN PA'I SGRON MES SBYAR BA'I YI GE PA NI BAKshU RATNA A'A NANTA'O, ,)",NA
"1881","M0058165-002","W1NLM252-I1NLM252","Tibetan","N","NO TITLE [@012B *, ,NA MO SHR'I MANYDZU GHO shA YA, ,YAB GCIG 'JAM PA'I DBYANGS LA PHYAG 'TSAL LO, ,'JAM DBYANGS YON TAN KUN GYI RTZA BA YIN, ,BDAG GI LUS NGAG YID RNAMS RNAM DAG KYANG, MA RIG MUN PA DAG PAR MDZAD DU GSOL, ,]","NGAG DBANG CHOS KYI DBANG PHYUG 'PHRIN LAS RGYA MTSO,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","12B-12B","39x6","44.5x9","XYL",NA,NA,NA,NA,"@012B (CES PA 'DI NI RJE BTZUN NGAG DBANG CHOS KYI DBANG PHYUG 'PHRIN LAS RGYA MTSO DPAL BZANG POS 'PHRAL DU SBYAR BA'O, ,MANGGA LAm, ,)",NA
"1882","M0058165-003","W1NLM252-I1NLM252","Tibetan","N","` SHES RAB SMON LAM ZAB MO BZHUGS SO, ,","BLO BZANG DPAL LDAN YE SHES,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","12B-12B","39x6","44.5x9","XYL",NA,NA,NA,NA,"@012B (CES SHES RAB SMON LAM 'DI NI RAB 'BYAMS PA BLO BZANG RGYAL MTSAN GYIS BSKUL BA LTAR SH'AKYA'I DGE SLONG BLO BZANG DPAL LDAN YE SHES KYIS SBYAR ZHING SUG BRIS SU BGYIS PA'O, ,)",NA
"1883","M0058165-004","W1NLM252-I1NLM252","Tibetan","N","*, ,BSHAGS PA'I SKABS NI,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","13A-13B","39x6","44.5x9","XYL",NA,NA,NA,NA,NA,NA
"1884","M0058165-005","W1NLM252-I1NLM252","Tibetan","N","*, ,SNGAGS RIM CHEN MO'I SMON LAM BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","14A-14B","39x6","44.5x9","XYL",NA,NA,NA,NA,"@014B (BSTAN PA RGYAS PA'I SMON LAM GYI MJUG TU 'THUD RGYU'I SMON TSIG 'DI RNAMS RANG GI BLA MA'I PHYAG BZHES LTAR GUS PRAN YE SHES BRTZON 'GRUS KYIS YI GER BKOD LAGS, ,)",NA
"1885","M0058165-006","W1NLM252-I1NLM252","Tibetan","N","*, ,DPAL RDO RJE 'JIGS BYED KYI SGO NAS BKA' BSGO BYA TSUL BZHUGS SO, ,","SU MA TI MA nI PRADZNY'A,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-3A","38.5x6","43x9","XYL",NA,NA,NA,NA,"@003A *, ,(CES RDO RJE 'JIGS BYED KYI BKA' BSGO BYA TSUL 'DI NI DAD PA DANG LDAN PA AER TE NI MGRON GNYER BLO BZANG NYI MAS BSKUL BA'I NGOR, SH'AKYA'I BTZUN PA SU MA TI MA nI PRADZNY'AS BGYIS PA'I YI GE PA NI GU SHR'I CHOS RJE KUN DGA' RIN CHEN NO, ,'DIS KYANG RGYAL BA'I BSTAN PA DAR ZHING RGYAS LA YUN RING DU GNAS PA DANG, 'GRO KUN 'JAM PA'I DBYANGS KYI GO 'PHANG MYUR DU THOB PAR GYUR CIG , ,,)",NA
"1886","M0058165-007","W1NLM252-I1NLM252","Tibetan","N","*, ,TSE DPAG MED KYI BYIN BRLAB BYA TSUL BZHUGS SO, ,","SU MA TI MA nI PRADZNY'A,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","3B-4B","38.5x6","43x9","XYL",NA,NA,NA,NA,"@004B (CES PA 'DI YANG SKU SKYE BSTAN PA'I RGYAL MTSAN GYIS BSKUL BA'I NGOR, SH'AKYA'I BTZUN PA SU MA TI MA nI PRADZNY'AS BGYIS PA'I YI GE PA NI GU SHR'I CHOS RJE KUN DGA' RIN CHEN NO, , 'DIS KYANG RGYAL BA'I BSTAN PA DAR ZHING RGYAS LA YUN RING DU GNAS PA DANG, 'GRO KUN SANGS RGYAS TSE DPAG MED KYI GO 'PHANG MYUR DU THOB PAR GYUR CIG ,)",NA
"1887","M0058165-008","W1NLM252-I1NLM252","Tibetan","N","*, ,RTA MGRIN YANG GSANG KHROS PA'I SGO NAS BKA' BSGO BYA TSUL BZHUGS SO, ,","SU MA TI MA nI PRADZNY'A,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","4B-6A","38.5x6","43x9","XYL",NA,NA,NA,NA,"@006A *, ,(CES PA 'DI NI DAD PA DANG GTONG BA'I RGYAN GYIS MDZES PA PHYAG MDZOD PA BKA' CHEN MKHAN PO DAR RGYAS KYIS BSKUL BA'I NGOR, LHA'I BTZUN PA SU MA TI MA nI PRADZNY'AS BGYIS PA'I YI GE PA NI GU SHR'I CHOS RJE KUN DGA' RIN CHEN NO, ,'DIS KYANG RGYAL BA'I BSTAN PA DAR ZHING RGYAS LA YUN RING DU GNAS PA DANG, 'GRO KUN DPAL RTA MGRIN GYI GO 'PHANG MYUR DU THOB PAR GYUR CIG ,)",NA
"1888","M0058165-009","W1NLM252-I1NLM252","Tibetan","N","*, ,YE SHES MGON PO PHYAG DRUG PA'I SGO NAS BKA' BSGO BYA TSUL BZHUGS SO, ,","NO MON HAN,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","6A-7B","38.5x6","43x9","XYL",NA,NA,NA,NA,"@007B (CES PA 'DI NI STOBS KYI 'KHOR LOS BSGYUR BA CHING GIS RGYAL PO'I GDUNG RGYUD DU 'KHRUNGS SHING DAD STOBS DANG LDAN PA AER TE NI NO YAN CHOS RJE GSANG BDAG GIS 'DI LTA BU ZHIG DGOS ZHES GSUNG GIS BSKUL BA'I NGOR, CHINGS SU TZUG THU NO MON HAN GYIS DGE LDAN BSHAD SGRUB BSTAN PA 'PHEL BA'I GLING DU BGYIS PA'I YI GE PA NI GU SHR'I CHOS RJE KUN DGA' RIN CHEN NO, ,'DIS KYANG RGYAL BA'I BSTAN PA DAR ZHING RGYAS LA YUN RING DU GNAS PA DANG, 'GRO KUN MYUR MDZAD SPYAN RAS GZIGS KYI GO 'PHANG MYUR DU THOB PAR GYUR CIG , ,,BKRA SHIS, ,)",NA
"1889","M0058165-010","W1NLM252-I1NLM252","Tibetan","N","*, ,BZANG PO SPYOD PA'I SGO NAS 'CHI BSLU JI LTAR BYA TSUL GYI CHO GA'I NGAG 'DON DUS MIN 'CHI 'JOMS ZHES BYA BA BZHUGS SO, ,","SU MA TI MA nI PRADZNY'A,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-6A","38x6.5","43x9","XYL",NA,NA,NA,NA,"@006A *, ,(ZHES BZANG PO SPYOD PA'I SGO NAS 'CHI BSLU JI LTAR BYA TSUL GYI CHO GA'I NGAG 'DON DUS MIN 'CHI 'JOMS ZHES BYA BA 'DI NI, TSANGS PA MI'I GZUGS CAN STOBS KYI 'KHOR LOS BSGYUR BA CHING GIS RGYAL PO'I GDUNG RGYUD DU 'KHRUNGS SHING DAD STOBS PHUL DU BYUNG BA 'OR DU SU'I PE'I LE DNGOS GRUB GRGYAL MTSOS 'DI LTA BU ZHIG DGOS ZHES NAN GYIS BSKUL BA'I NGOR, CHO GA'I KHUNGS SKYER SGANG PA NAS BRGYUD DE DA LTA'I BAR GRAGS CHE ZHING BYIN RLABS CHE MOD, BZANG SPYOD 'DI YANG MDO SDE PHAL PO CHE NAS 'BYUNG BAS MDO LUGS DANG 'BREL SHAS CHE SNYAM KYANG, GONG MA 'GAS BYA RGYUD DANG 'BREL BA 'DRA ZHIG MDZAD 'DUG PAS, DE DANG MTHUN TE LAG TU BLANG BDE BAR LHA'I BTZUN PA SU MA TI MA nI PRADZNY'AS BGYIS PA'I YI GE PA NI RNAM DPYOD YANGS PA'I RAB 'BYAMS PA SU MA TI W'A GENTRA'O, , 'DIS KYANG RGYAL BA'I BSTAN PA PHYOGS BCUR DAR ZHING RGYAS PA DANG, 'GRO BA KUN GYIS GNAS SKABS SU DUS MIN GYI 'CHI BA SOGS KYI SDUG BSNGAL LAS GROL TE MTHAR THUG RDZOGS PA'I SANGS RGYAS KYI GO 'PHANG MYUR DU 'THOB PAR GYUR CIG , ,,BKRA SHIS, ,)",NA
"1890","M0058165-011","W1NLM252-I1NLM252","Tibetan","N","*, ,CHAB GTOR SH'AKYA THUB MA DANG BRGYA RTZA GNYIS KYI CHO GA'I LAG LEN NGAG 'DON LHAN THABS BCAS BZHUGS SO, ,","PAKshI NO MON HAN BSTAN 'DZIN,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-24A","28x6.5","43.5x9","XYL",NA,NA,NA,NA,"@023B (CES PA 'DI'ANG RANG GI NYE 'KHOR BA BLO BZANG TSE RING GIS BSKUL BA'I NGOR, ^SH'AKYA'I DGE SLONG PAKshI NO MON HAN BSTAN 'DZIN MING CAN GYI GTOR BSHAD SKAL LDAN SPYI NOR KHRID YIG DNGOS GRUB KUN 'GYUNG DANG, RJE BTZUN YE SHES MTSAN CAN GYI PHYAG LEN NGAG 'DON DANG, PAn CHEN CHOS KYI RGYAL MTSAN GYIS MDZAD PA'I SH'AKYA THUB MA'I CHAB GTOR DANG GO RIM SU BSGRIGS NAS LHAN THABS SU BRI PA'O, RJE BTZUN YE SHES MTSAN @024A *, ,CAN 'DI DAG GI KHUNGS NI ^RJE BLO BZANG RNAM GROL DANG, TSE GLING SLOB DPON YE SHES BSTAN 'DZIN, 'JOG RI NGAG GI DBANG PO RNAMS KYI PHYAG LEN YIN ZHES BLA MA DAM PA DE NYID KYI ZHAL NAS DNGOS SU THOS, SPYIR GTOR MA BRGYA RTZA LA RNAM GRANGS YANG MANG ZHING, CHO GA'I NGAG 'DON LAG LEN YANG 'DRA MIN SNA TSOGS YOD 'DUG ZHING, DE SNGON PHYAG DPE DPE THUNG ZHIG PHAR GSHAM SKAD 'DUG PA, DE DANG 'DI GNYIS GO BSDUR MDZAD NA MKHYEN BZHAG LA, DE CHOG GRONG SEB DU SONG ZHING KHUNGS DAG ZHIG BKA' 'DI GNANG SA MED 'GRO SNYAM, DGE BSHES LA DRIS NAS MKHYEN RAB LA DRIS 'JUG PA YIN LAGS,, ,,DGE LEGS 'PHEL, ,)",NA
"1891","M0058165-012","W1NLM252-I1NLM252","Tibetan","N","*, ,RJE BTZUN SGROL MA'I NGO MTSAR BA'I CHE BA DANG, BSTOD PA PHYAG 'TSAL NYER CIG MA'I PHAN YON BCAS MDO TZAM DU BRJOD PA AUTPALA'I PHRENG MDZES ZHES BYA BA BZHUGS SO, ,","NGAG GI DBANG PO,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","MEDIUM","V:N","1A-17A","37.5x6.5","42.5x8","XYL",NA,NA,NA,NA,"@016B (CES GTAN GYI SKYABS GCIG LHAG PA'I LHA MO RJE BTZUN 'PHAGS MA SGROL MA'I NGO MTSAR BA'I CHE BA DANG, GANG DE'I BSTOD PA PHYAG 'TSAL NYI SHU RTZA GCIG MA'I PHAN YON BCAS MDO TZAM DU BRJOD PA AUTPALA'I PHRENG MDZES ZHES BYA BA 'DI YANG, GZHUNG LUGS RAB 'BYAMS SMRA BA'I DGE BA'I BSHES GNYEN LEGS TSOGS RAB RGYAS SOGS TSUL 'DIR MOS LDAN 'GA' ZHHIG GI THUGS BZHED LTAR DANG, RANG NYID KYI DAD PA'I GSOS SU 'BANGS MA STE, ^SKYABS MGON DAM PA DU MA'I ZHABS RDUL BSTAN CING, LHAG PA'I LHA MO RJE BTZUN THUGS RJE CAN LA YUN RING DU GSOL BA BTAB PA'I SNYOMS LAS PA BTZUN GZUGS NGAG GI DBANG PO ZHES BYA BAS DAM PA GONG MA RNAMS KYI GSUNG LAS BTUS TE, ^RJE BTZUN MCHOG GI GDAN SA DGA' LDAN THEG CHEN GLING DU BGYIS 'DIS KYANG TSE RABS KUN TU BLA MA RJE BTZUN SGROL MAS DGYES BZHIN RJES SU 'DZIN PA KHO NA'I RGYUR GYUR CIG , ,,)",NA
